week,tm,playoff,conf,div,power5,conf_div,path,label
6,Texas State,0,Sun Belt,,0,Sun Belt,11,G5
7,Texas State,0,Sun Belt,,0,Sun Belt,11,G5
8,Texas State,0,Sun Belt,,0,Sun Belt,11,G5
9,Texas State,0,Sun Belt,,0,Sun Belt,11,G5
10,Texas State,0,Sun Belt,,0,Sun Belt,11,G5
1,Toledo,0.00182,MAC,West,0,MACWest,11,G5
2,Toledo,0.00216,MAC,West,0,MACWest,11,G5
3,Toledo,0,MAC,West,0,MACWest,11,G5
4,Toledo,0,MAC,West,0,MACWest,11,G5
5,Toledo,0,MAC,West,0,MACWest,11,G5
6,Toledo,0,MAC,West,0,MACWest,11,G5
7,Toledo,0,MAC,West,0,MACWest,11,G5
8,Toledo,0,MAC,West,0,MACWest,11,G5
9,Toledo,0,MAC,West,0,MACWest,11,G5
10,Toledo,0,MAC,West,0,MACWest,11,G5
1,Troy,0,Sun Belt,,0,Sun Belt,11,G5
2,Troy,0,Sun Belt,,0,Sun Belt,11,G5
3,Troy,0,Sun Belt,,0,Sun Belt,11,G5
4,Troy,0,Sun Belt,,0,Sun Belt,11,G5
5,Troy,0,Sun Belt,,0,Sun Belt,11,G5
6,Troy,0,Sun Belt,,0,Sun Belt,11,G5
7,Troy,0,Sun Belt,,0,Sun Belt,11,G5
8,Troy,0,Sun Belt,,0,Sun Belt,11,G5
9,Troy,0,Sun Belt,,0,Sun Belt,11,G5
10,Troy,0,Sun Belt,,0,Sun Belt,11,G5
1,Tulane,6.00E-05,AAC,West,0,AACWest,11,G5
2,Tulane,0,AAC,West,0,AACWest,11,G5
3,Tulane,0,AAC,West,0,AACWest,11,G5
4,Tulane,0,AAC,West,0,AACWest,11,G5
5,Tulane,0,AAC,West,0,AACWest,11,G5
6,Tulane,0,AAC,West,0,AACWest,11,G5
7,Tulane,0,AAC,West,0,AACWest,11,G5
8,Tulane,0,AAC,West,0,AACWest,11,G5
9,Tulane,0,AAC,West,0,AACWest,11,G5
10,Tulane,0,AAC,West,0,AACWest,11,G5
1,Tulsa,0.0012,AAC,West,0,AACWest,11,G5
2,Tulsa,0,AAC,West,0,AACWest,11,G5
3,Tulsa,0,AAC,West,0,AACWest,11,G5
4,Tulsa,0,AAC,West,0,AACWest,11,G5
5,Tulsa,0,AAC,West,0,AACWest,11,G5
6,Tulsa,0,AAC,West,0,AACWest,11,G5
7,Tulsa,0,AAC,West,0,AACWest,11,G5
8,Tulsa,0,AAC,West,0,AACWest,11,G5
9,Tulsa,0,AAC,West,0,AACWest,11,G5
10,Tulsa,0,AAC,West,0,AACWest,11,G5
1,UAB,0,CUSA,West,0,CUSAWest,11,G5
2,UAB,0,CUSA,,0,CUSA,11,G5
1,UCF,0.0015,AAC,East,0,AACEast,11,G5
2,UCF,0.00286,AAC,East,0,AACEast,11,G5
3,UCF,0,AAC,East,0,AACEast,11,G5
4,UCF,0,AAC,East,0,AACEast,11,G5
5,UCF,0.01663,AAC,East,0,AACEast,11,G5
6,UCF,0.01785,AAC,East,0,AACEast,11,G5
7,UCF,0.041730002,AAC,East,0,AACEast,11,G5
8,UCF,0,AAC,East,0,AACEast,11,G5
9,UCF,0.08715,AAC,East,0,AACEast,11,G5
10,UCF,0.066670001,AAC,East,0,AACEast,11,G5
1,UNLV,0,Mountain West,West,0,Mountain WestWest,11,G5
2,UNLV,0,Mountain West,West,0,Mountain WestWest,11,G5
3,UNLV,0,Mountain West,West,0,Mountain WestWest,11,G5
4,UNLV,0,Mountain West,West,0,Mountain WestWest,11,G5
5,UNLV,0,Mountain West,West,0,Mountain WestWest,11,G5
6,UNLV,0,Mountain West,West,0,Mountain WestWest,11,G5
7,UNLV,0,Mountain West,West,0,Mountain WestWest,11,G5
8,UNLV,0,Mountain West,West,0,Mountain WestWest,11,G5
9,UNLV,0,Mountain West,West,0,Mountain WestWest,11,G5
10,UNLV,0,Mountain West,West,0,Mountain WestWest,11,G5
1,Utah State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
2,Utah State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
3,Utah State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
4,Utah State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
5,Utah State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
6,Utah State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
7,Utah State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
8,Utah State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
9,Utah State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
10,Utah State,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
1,UTEP,0,CUSA,West,0,CUSAWest,11,G5
2,UTEP,0,CUSA,West,0,CUSAWest,11,G5
3,UTEP,0,CUSA,West,0,CUSAWest,11,G5
4,UTEP,0,CUSA,West,0,CUSAWest,11,G5
5,UTEP,0,CUSA,West,0,CUSAWest,11,G5
6,UTEP,0,CUSA,West,0,CUSAWest,11,G5
7,UTEP,0,CUSA,West,0,CUSAWest,11,G5
8,UTEP,0,CUSA,West,0,CUSAWest,11,G5
9,UTEP,0,CUSA,West,0,CUSAWest,11,G5
10,UTEP,0,CUSA,West,0,CUSAWest,11,G5
1,UTSA,0.0002,CUSA,West,0,CUSAWest,11,G5
2,UTSA,0,CUSA,West,0,CUSAWest,11,G5
3,UTSA,0,CUSA,West,0,CUSAWest,11,G5
4,UTSA,0,CUSA,West,0,CUSAWest,11,G5
5,UTSA,0.00033,CUSA,West,0,CUSAWest,11,G5
6,UTSA,0.0006,CUSA,West,0,CUSAWest,11,G5
7,UTSA,0,CUSA,West,0,CUSAWest,11,G5
8,UTSA,0,CUSA,West,0,CUSAWest,11,G5
9,UTSA,0,CUSA,West,0,CUSAWest,11,G5
10,UTSA,0,CUSA,West,0,CUSAWest,11,G5
1,Western Kentucky,0.00692,CUSA,East,0,CUSAEast,11,G5
2,Western Kentucky,0.00716,CUSA,East,0,CUSAEast,11,G5
3,Western Kentucky,0,CUSA,East,0,CUSAEast,11,G5
4,Western Kentucky,0,CUSA,East,0,CUSAEast,11,G5
5,Western Kentucky,0,CUSA,East,0,CUSAEast,11,G5
6,Western Kentucky,0,CUSA,East,0,CUSAEast,11,G5
7,Western Kentucky,0,CUSA,East,0,CUSAEast,11,G5
8,Western Kentucky,0,CUSA,East,0,CUSAEast,11,G5
9,Western Kentucky,0,CUSA,East,0,CUSAEast,11,G5
10,Western Kentucky,0,CUSA,East,0,CUSAEast,11,G5
1,Western Michigan,0.0038,MAC,West,0,MACWest,11,G5
2,Western Michigan,0,MAC,West,0,MACWest,11,G5
3,Western Michigan,0,MAC,West,0,MACWest,11,G5
4,Western Michigan,0,MAC,West,0,MACWest,11,G5
5,Western Michigan,0,MAC,West,0,MACWest,11,G5
6,Western Michigan,0,MAC,West,0,MACWest,11,G5
7,Western Michigan,0,MAC,West,0,MACWest,11,G5
8,Western Michigan,0,MAC,West,0,MACWest,11,G5
9,Western Michigan,0,MAC,West,0,MACWest,11,G5
10,Western Michigan,0,MAC,West,0,MACWest,11,G5
1,Wyoming,1.00E-04,Mountain West,Mountain,0,Mountain WestMountain,11,G5
2,Wyoming,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
3,Wyoming,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
4,Wyoming,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
5,Wyoming,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
6,Wyoming,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
7,Wyoming,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
8,Wyoming,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
9,Wyoming,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
10,Wyoming,0,Mountain West,Mountain,0,Mountain WestMountain,11,G5
